or_code;or_siren;or_nom;or_type;or_activ;or_l331;or_siret;or_nometab;or_ad_code;or_nomvoie;or_numero;or_rep;or_local;or_postal;or_commune;or_telfixe;or_mail;or_comment;or_creadat;or_majdate;or_majsrc;or_abddate;or_abdsrc
OR033001001899;056800659;Snef;Operateur;;SNEF;05680065901252;;;87 AVENUE DES AYGALADES  13015 MARSEILLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001900;703780247;SOBECA;Operateur;;SOBE;70378024700044;;;ZI AVENUE JEAN VACHER BP 23 69480 ANSE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001901;491281713;SOCIETE ACTIF ASSISTANCE COORDINATION TECHNIQUE INGENIERIE FINANCIERE;Operateur;;AACT;49128171300025;;;11 RUE DU FOUR A CHAUX  17700 SURGERES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001902;420495178;Société Air France;Operateur;;SOAF;42049517800014;;;45 RUE DE PARIS  95747 ROISSY CDG  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001903;692014962;Société anonyme de la raffinerie des Antilles;Operateur;;SARA;692014962;;;ZONE INDUSTRIELLE LA LEZARDE 436 97292 LE LAMENTIN  2;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001904;379910870;SOCIETE CARTEL;Operateur;;CRTL;37991087000011;;;3 SQUARE RENE CASSIN  35700 RENNES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001905;412391104;Société commerciale de télécommunication - SCT;Operateur;;SOCT;41239110400269;;;ZAC DE NOZAL CHAUDRON 17 RUE DE LA METALLURGIE  93210 LA PLAINE ST DENIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001906; ;Société coopérative d aménagement numérique icaunaise;Operateur;;SCAN; ;;;16 BIS RUE PASTEUR  89400 MIGENNES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001907;784176026;SOCIETE COOPERATIVE DE PRODUCTION ANONYME A CAPITAL VARIABLE SCOPELEC;Operateur;;SCEC;78417602600119;;;ZI DE LA POMME RUE GAY LUSSAC BP 79 31250 REVEL;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001908;076220011;Société d aménagement de la station de la Plagne;Operateur;;SLPG;07622001100019;;;LA PLAGNE PLAGNE CENTRE   73210 MACOT-LA-PLAGNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001909;340571728;SOCIETE DE DIFFUSION VIDEOTEX PLURIMEDIA;Operateur;;SDVP;34057172800013;;;15 RUE DE LA NUEE BLEUE  67000 STRASBOURG;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001910;421853334;SOCIETE DE GESTION COMMERCIALE ET ADMINISTRATIVE;Operateur;;SGCA;42185333400017;;;CENTRE D AFFAIRES ACTIVA 4 ALLEE CATHERINE DE BOURBON  64000 PAU;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001911;378843296;Société de gestion et d ingenierie de réseaux;Operateur;;SOGI;37884329600039;;;IMMEUBLE LE TRIDENT 24 RUE HENRI RIVIERE  76000 ROUEN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001912;483256244;Societe de telephonie et communication;Operateur;;ATCO;48325624400037;;;8 RUE DU MAUPAS  85360 LA TRANCHE SUR MER;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001913;085720845;SOCIETE D ELECTRIFICATION RURALE DU CARMAUSIN;Operateur;;SERC;08572084500016;;;22 RUE RASPAIL  81400 CARMAUX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001914;702004839;Societe d etudes telephoniques et d assistance technique;Operateur;;SOCE;702004839;;;7-11 RUE SAINTE LUCIE  75015 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001915;321504672;Société d expansion pour les départements d Outre Mer;Operateur;;SODE;32150467200031;;;ZI DE JARRY 1 RUE ALFRED LUMIERE  97122 BAIE-MAHAULT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001916;489424663;Société d infogérance et d insertion des travailleurs handicapés;Operateur;;INGE;48942466300032;;;4 RUE MARCONI BP 25180 57075 METZ;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001917;860500388;Société d ingénierie et de réalisations électroniques;Operateur;;SIRN;86050038800068;;;275 RUE LAVOISIER  56600 LANESTER;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001918;422652529;Société d ingénierie système télécom et  réseaux (SISTEER);Operateur;;SIST;42265252900062;;;43 RUE PIERRE VALETTE  92240 MALAKOFF;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001919;442323614;SOCIETE D INTERET COLLECTIF AGRICOLE D ELECTRICITE DE L AISNE;Operateur;;SICA;44232361400010;;;5 RUE ANDRE AMPERE BP 20024 02201 SOISSONS  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001920;434809182;SOCIETE DU HAUT DEBIT-SHD;Operateur;;HSHD;43480918200026;;;12 RUE JEAN-PHILIPPE RAMEAU CS 80001 93634 LA PLAINE SAINT-DENIS  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001921;433902178;Société fiduciaire d expertise et de révision;Operateur;;SOFE;43390217800014;;;41 RUE MANIN  75019 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001922;343059564;Société française du radiotéléphone;Operateur;;SFR0;34305956400793;;;1 SQUARE BELA BARTOK  75015 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001923;339552648;SOCIETE INFORMATIQUE ET TELEMATIQUE CORSE;Operateur;;IFCO;33955264800018;;;ZONE INDUSTRIELLE DU VAZZIO  20090 AJACCIO;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001924;339627937;SOCIETE LOCALE D EXPLOITATION DU CABLE DE L AGGLOMERATION;Operateur;;LECA;33962793700024;;;43 BOULEVARD VAUBAN  78280 GUYANCOURT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001925;326094471;SOCIETE NATIONALE DE RADIODIFFUSION RADIO FRANCE;Operateur;;RDFR;32609447100017;;;116 AVENUE DU PRESIDENT KENNEDY  75016 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001926;552049447;Société Nationale des Chemins de fer Français;Operateur;;R148;55204944789421;;;34 RUE DU CDT RENE MOUCHOTTE  75014 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001927; ;SOCIETE NATIONALE DES TELECOMMUNICATIONS;Operateur;;SNTE; ;;;CITÉ ENNASSIM AVENUE DU JAPON, PLAISIR  1073 TUNIS   TUNISIE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001928;453998924;SOCIETE NOUVELLE AES DANA;Operateur;;SNAD;45399892400022;;;ZI EST RUE KEPLER BP 108 62053 ST LAURENT BLANGY  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001929;450100862;SOCIETE PALOISE POUR LE TRES HAUT DEBIT (SPTHD);Operateur;;SPTH;45010086200017;;;IMMEUBLE LES ALLEES 26 AVENUE DES LILAS  64000 PAU;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001930;524289543;Société pour le développement de la téléassistance à la personne ;Operateur;;SDTA;52428954300018;;;5 AVENUE DES FRERES LUMIERE  94356 VILLIERS-SUR-MARNE  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001931;792461154;Société publique locale pour l aménagment numérique de la Guyane;Operateur;;ANGU;79246115400017;;;HOTEL DE REGION 4129 ROUTE DE MONTABO BP 7025 97307 CAYENNE  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001932;393551007;Société réunionnaise du radiotéléphone;Operateur;;SRR;39355100700031;;;21 RUE PIERRE AUBERT CS 62001 97743 SAINT DENIS  CEDEX 9;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001933;512736398;SODIFCOM;Operateur;;SODI;51273639800011;;;45 AVENUE HENRI BARBUSSE  93000 BOBIGNY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001934;453637662;SOFT4MOBILE;Operateur;;SOFT;45363766200017;;;208 RUE SAINT MARTIN  75003 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001935; ;SoftLayer Dutch Holdings B.V.;Operateur;;SLDU; ;;;16 PAUL VAN VLISSINGENSTRAAT  1096BK AMSTERDAM   PAYS-BAS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001936;539842377;Sogeprom;Operateur;;SPRO;53984237700027;;;12 RUE HENRI IV   47700 CASTELJALOUX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001937;397767831;Sogetrel;Operateur;;SOEL;39776783100761;;;143 AVENUE DE VERDUN  92130 ISSY LES MOULINEAUX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001938;751473059;SOLDIS TELECOM;Operateur;;SOLD;75147305900010;;;30 BIS RUE DE TILSITT  75017 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001939;809621394;Solidarité digitale France (SDF);Operateur;;SDFR;80962139400018;;;23 AVENUE RENE COTY  75014 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001940; ;Solidarités numériques en Quercy blanc;Operateur;;SNQB; ;;;MAIRIE 1 PLACE GAMBETTA  46170 CASTELNAU MONTRATIER-SAINTE-ALAUZIE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001941;493589113;Solstice Grand Angoulême;Operateur;;SOGA;49358911300023;;;30 AVENUE EDOUARD BELIN  92566 RUEIL MALMAISON  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001942;399369024;SOLSTIS;Operateur;;SOLS;39936902400084;;;ZAC LE PAPILLON 220 RUE HENRY POTEZ  37210 PARCAY MESLAY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001943;444864383;Solstis group;Operateur;;SORO;44486438300039;;;276 IMPASSE DES SAVOYARDS  38490 AOSTE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001944;802661363;Soluance;Operateur;;SLNE;80266136300027;;;34 ZAC LES EPALITS  42610 ST ROMAIN LE PUY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001945;814409470;Solucaphie;Operateur;;SOCA;81440947000014;;;7 RUE MARTEL  75010 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001946;513923722;SOLUTECH.NET;Operateur;;SOLU;51392372200021;;;SAINT JEAN LES MANGLIERS  97133 ST BARTHELEMY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001947;513532572;Solutions Informatiques Services;Operateur;;SOIS;51353257200015;;;50 AVENUE DE L EUROPE  92700 COLOMBES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001949;493182471;SOPRINFO;Operateur;;SOPR;49318247100026;;;CENTRE D AFFAIRE DILLON VALMENIÈRE ROUTE DE LA POINTE DES SABLES  97200 FORT DE FRANCE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001950; ;Soracom DK ApS;Operateur;;SODA; ;;;1 AUTOMATIKVEJ  2860 SOBORG   DANEMARK;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001951;492931944;SOREA société des régies de l Arc;Operateur;;SORE;49293194400010;;;ZA DU PRE DE PAQUES 6 RUE PORTE MARTEL  73870 SAINT-JULIEN-MONT-DENIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001952;450889225;SOREGIES;Operateur;;SRGS;45088922500014;;;78 AVENUE JACQUES COEUR  86000 POITIERS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001953;532581659;SOS ingénieur;Operateur;;SOSI;53258165900028;;;4 AVENUE LAURENT CELY  92600 ASNIERES-SUR-SEINE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001954;799543616;SOS micro 57 ;Operateur;;SO57;79954361600020;;;9 GRAND RUE  57280 HAUCONCOURT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001955; ;Soundradio;Operateur;;SOUN; ;;;6 AVENUE JEAN-BAPTISTE PERRIN  44300 NANTES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001956;483777991;Southern caribbean fiber;Operateur;;SCF;48377799100017;;;TOUR SECID / 6EME ETAGE PLACE DE LA RENOVATION  97110 POINTE-A-PITRE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001957;483720561;SOWILO NETWORK;Operateur;;SOWI;48372056100016;;;203 B BOULEVARD GUSTAVE FLAUBERT  63000 CLERMONT FERRAND;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001958;482523719;Spartel services;Operateur;;SPAR;48252371900011;;;6 RUE ARISTIDE BRIAND  94100 SAINT MAUR DES FOSSES FRANCE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001959;434085395;Spie citynetworks;Operateur;;SPKS;43408539500029;;;1-3 PLACE DE LA BERLINE  93287 SAINT-DENIS  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001960;319060075;SPIE COMMUNICATIONS;Operateur;;SPIE;31906007500383;;;53 BOULEVARD DE STALINGRAD  92247 MALAKOFF  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001961;794531947;Spie telecom services;Operateur;;SPTS;79453194700016;;;10 AVENUE DE L ENTREPRISE  95863 CERGY-PONTOISE  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001962;751208851;SPL SAINTE-ANNE 2 0;Operateur;;SPLS;75120885100012;;;HOTEL DE VILLE PLACE SCHOELCHER  97180 SAINTE-ANNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001963;491575130;SPOT COFFEE;Operateur;;R194;49157513000027;;;8 RUE LEMERCIER  75017 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001964;430117754;Sprintlink France SAS;Operateur;;SPRI;43011775400043;;;54/56 AVENUE HOCHE  75008 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001965;540097045;SPRINT-TELECOM;Operateur;;SPTE;54009704500020;;;38 RUE MONTGRAND  13006 MARSEILLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001966;800092660;Square pro conseil;Operateur;;SPCL;80009266000011;;;1 RUE DU FIEF MOREAU  85200 LONGEVES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001967;810175935;SRI informatique;Operateur;;SRII;81017593500016;;;2 AVENUE GEORGES BRASSENS  87500 SAINT YRIEIX-LA-PERCHE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001968;488729393;St Barth fast web inc;Operateur;;STBA;48872939300014;;;CENTRE D AFFAIRES, BUREAU N° 5, MARIGO BP 144 97133 SAINT-BARTHELEMY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001969;484869920;ST COMMUNICATION;Operateur;;STCO;48486992000039;;;ZI LA LAUZE 19 R ANTOINE DE SAINT EXUPERY  34430 ST JEAN DE VEDAS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001970;481636488;Steeve multi-services;Operateur;;STEE;48163648800019;;;LE GRAND HELAS  37310 CHAMBOURG-SUR-INDRE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001971;414597062;Stella telecom;Operateur;;STEN;41459706200028;;;245 ROUTE DES LUCIOLES  06560 VALBONNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001972;301850277;STIME;Operateur;;STIM;30185027700213;;;21 RUE BARBES BP 515 92542 MONTROUGE  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001973;795206523;STJ;Operateur;;STJJ;79520652300016;;;16 RUE DU CHATEAU  14840 DEMOUVILLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001974; ;STOI INTERNET;Operateur;;R154; ;;;ZI KAWENI IMMEUBLE ALIMA BP 524 97600 MAMOUDZOU;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001975;507495257;Stop telecom;Operateur;;STTE;50749525700036;;;11 RUE GAY LUSSAC  92320 CHATILLON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001976;802795427;Stoptel;Operateur;;STEL;80279542700011;;;45 QUAI DE LA SEINE  75019 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001977;529180309;STR HD;Operateur;;STRH;52918030900013;;;ZAC DE MEJANNES 146 AVENUE JEAN CHAPTAL  30340 MEJANNES LES ALES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001978;448342485;Sud informatique;Operateur;;SUDI;44834248500027;;;ZI DE L ARDOISE RUE PAUL SABATIER  30290 LAUDIN-L ARDOISE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001979;352330443;Sulpice SAS;Operateur;;SULP;35233044300024;;;ZAC DES LANDIERS NORD 533 AVENUE DE VILLARCHER  73025 CHAMBERY  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001980;802419291;Supélec rézo;Operateur;;SURE;80241929100017;;;RESIDENCE CESAL 1 RUE JOLIOT CURIE  91190 GIF-SUR-YVETTE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001981;531010122;SURF ZONE;Operateur;;SURF;53101012200012;;;ESPACE BELLEVUE 23 AVENUE JULES FERRY  30133 LES ANGLES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001982;488058108;Swali;Operateur;;SWAL;48805810800033;;;CENTRE D AFFAIRES LES NAIADES 10 AVENUE DE LA POULASSE  84000 AVIGNON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001983;817807118;Swisstok telnet France;Operateur;;SWTF;81780711800010;;;LOT 1665 101 RUE DE SEVRES  75006 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001984;450691456;SWITCH TELECOM;Operateur;;SWIT;45069145600021;;;1 PLACE PAUL VERLAINE  92100 BOULOGNE BILLANCOURT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001985;801140765;Switchless;Operateur;;SWES;80114076500018;;;10 RUE PERGOLESE  75016 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001986;307787036;SYBORD;Operateur;;SYBO;30778703600028;;;199 CHEMIN DU GRAND REVOYET BP 43 69564 SAINT-GENIS-LAVAL  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001987;484085642;SYLAXE;Operateur;;SYLA;48408564200029;;;11 ROUTE DU PETIT RHIN  67000 STRASBOURG;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001988;394998215;Syllage;Operateur;;MTPE;39499821500013;;;62 RUE AMELOT  75011 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001989;440697753;Syma mobile;Operateur;;SYMA;44069775300018;;;79 RUE DE PATAY  75013 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001990;751621038;SYMARS TECHNOLOGY;Operateur;;SYTE;75162103800015;;;8 CHEMIN SALME  97432 LA RAVINE DES CABRIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001991;388461477;SYNAPS INFORMATIQUE;Operateur;;SYNA;38846147700076;;;ZI DES LANDIERS 7 RUE PRE PAGNON  73000 CHAMBERY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001992; ;Syndicat Audois d énergies;Operateur;;SYAD; ;;;15 RUE BARBES CS 20073 11890 CARCASSONNE  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001993; ;Syndicat d électrification de la région de Sedan;Operateur;;SERS; ;;;MAIRIE - PLACE DE LA HALLE  08450 RAUCOURT ET FLABA;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001994; ;SYNDICAT DEPARTEMENTAL D ELECTRICITE ET DE GAZ DE LA CHARENTE;Operateur;;SDEG; ;;;308 RUE DE BASSEAU  16021 ANGOULEME  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001995;200014926;SYNDICAT DEPARTEMENTAL D ENERGIE DE LOIRE ATLANTIQUE (SYDELA);Operateur;;SYDE;20001492600014;;;37 BOULEVARD SALVADOR ALLENDE BP 40059 44801 SAINT HERBLAIN  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001996;254001399;Syndicat d équipement des communes des Landes;Operateur;;SY40;25400139900065;;;55 RUE MARTIN LUTHER KING  40000 MONT-DE-MARSAN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001997;245700828;Syndicat des communes du Pays de Bitche;Operateur;;BITC;24570082800099;;;38 RUE DU COLONEL TEYSSIER BP 80043 57232 BITCHE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001998;257400085;SYNDICAT DES ENERGIES ET DE L AMENAGEMENT NUMERIQUE DE LA HAUTE-SAVOIE;Operateur;;SYAN;25740008500011;;;27 RUE DE LA PAIX BP 40 045 74002 ANNECY  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001999;200044527;Syndicat Haute-Saône numérique;Operateur;;SHSN;20004452700014;;;HOTEL DU DEPARTEMENT 23 RUE DE LA PREFECTURE  70000 VESOUL;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002000;255902223;SYNDICAT INTERCOMMUNAL A VOCATION UNIQUE POUR LA TELEDISTRIBUTION;Operateur;;SIVU;25590222300015;;;MAIRIE PLACE JEAN JAURES BP 60030 59430 SAINT-POL-SUR-MER;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002001; ;SYNDICAT INTERCOMMUNAL DE TELECOMMUNICATIONS DE LA VALLEE DE L ORNE;Operateur;;RITE; ;;;95 RUE JOFFRE  57185 CLOUANGE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002002;250100211;Syndicat Intercommunal d Energie et de E-communication de l Ain;Operateur;;SIEA;25010021100011;;;32 COURS DE VERDUN CS 50268 01006 BOURG EN BRESSE  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002003;255100984;Syndicat intercommunal d énergies de la Marne;Operateur;;SIEM;25510098400087;;;2 PLACE DE LA LIBERATION BP 352 51022 CHALONS-EN-CHAMPAGNE  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002004;254200546;Syndicat intercommunal d énergies du Département de la Loire;Operateur;;SIEL;25420054600029;;;5 RUE CHARLES DE GAULLE  42041 SAINT-ETIENNE  CEDEX 1;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002005;250601879;Syndicat intercommunal des collectivités territoriales informatisées des Alpes-Méditerranée;Operateur;;SICT;25060187900027;;;SPACE ANTIPOLIS, PORTE 15 2323 CHE DE SAINT BERNARD  06220 VALLAURIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002006;241300425;Syndicat intercommunal du Grand Vallat;Operateur;;GRVA;24130042500014;;;PLACE DE L HOTEL DE VILLE  13320 BOUC BEL AIR;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002007;200008027;SYNDICAT MIXTE ARDECHE DROME NUMERIQUE;Operateur;;SADN;20000802700035;;;ROVALTAIN TGV 1 AVENUE DE LA GARE BP 15137 26958 VALENCE  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002009;253901094;SYNDICAT MIXTE D ENERGIES, D EQUIPEMENTS ET DE E-COMMUNICATIONS DU JURA;Operateur;;SIDJ;25390109400016;;;1 RUE MAURICE CHEVASSU  39000 LONS LE SAUNIER;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002010;258728658;Syndicat mixte dorsal;Operateur;;SY87;25872865800034;;;19 BOULEVARD DE LA CORDERIE  87000 LIMOGES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002011;200037729;Syndicat mixte Doubs Trés Haut Débit;Operateur;;SY25;20003772900023;;;6 RUE DU COLLEGE  25800 VALDAHON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002012;253003370;Syndicat mixte du pays des Cévennes;Operateur;;SY16;25300337000041;;;MYRIAPOLE 1675 CHE DE TRESPEAUX  30100 ALES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002013;254402530;SYNDICAT MIXTE ETUDE DEVELOPT DES SERVICES RESEAU DE COMM ELECTRO PAYS DE LOIRE;Operateur;;SMPL;25440253000011;;;HÔTEL DE LA RÉGION 1 RUE DE LA LOIRE  44966 NANTES  CEDEX 9;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002014;200062263;Syndicat mixte Lot numérique;Operateur;;SMLN;20006226300013;;;REGOURD AVENUE DE L EUROPE BP 291 46005 CAHORS  CEDEX 9;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002015;252508403;SYNDICAT MIXTE LUMIERE;Operateur;;SYML;25250840300018;;;2 RUE MEGEVAND  25000 BESANÇON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002016;200002400;Syndicat mixte Nièvre numérique;Operateur;;SYNM;20000240000014;;;7 AVENUE MARCEAU  58000 NEVERS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002017;200039386;Syndicat mixte Nord Pas de Calais numérique;Operateur;;NPCN;20003938600038;;;LA CITADELLE, QUARTIER DES 3 PARALLELE AVENUE DU MEMORIAL DES FUSILLES  62000 ARRAS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002018; ;Syndicat mixte Oise Très Haut Débit;Operateur;;SY60; ;;;CS 80941 1 RUE CAMBRY  60024 BEAUVAIS  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002019;200072197;Syndicat mixte ouvert Deux-Sèvres numérique;Operateur;;SY79;20007219700011;;;MAISON DU DEPARTEMENT MAIL UCIE AUBRAC CS 58880 79022 NIORT  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002020; ;Syndicat mixte ouvert Eure numerique;Operateur;;SY27; ;;;HOTEL DU DEPARTEMENT BOULEVARD GEORGES CHAUVIN CS 72101 27021 EVREUX  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002021; ;SYNDICAT MIXTE OUVERT PROVENCE-ALPES-COTE-D AZUR TRES HAUT DEBIT;Operateur;;PACA; ;;;CONSEIL REGIONAL PACA 27 PLACE JULES GUESDE  13481 MARSEILLE  CEDEX 20;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002022;200045771;Syndicat mixte Périgord numérique;Operateur;;SY24;20004577100017;;;HOTEL DU DEPARTEMENT 2 RUE PAUL LOUIS COURIER BP 11200 24019 PERIGUEUX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002023;200022382;SYNDICAT MIXTE RESEAU D INITIATIVE PUBLIQUE 36;Operateur;;RP36;20002238200010;;;PLACE DE LA VICTOIRE ET DES ALLIES  36000 CHATEAUROUX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002024;257202432;Syndicat mixte Sarthois d aménagement numérique;Operateur;;SART;25720243200023;;;PLACE ARISTIDE BRIAND HOTEL DU DEPARTEMENT  72000 LE MANS  9;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002025; ;SYNDICAT MIXTE SEINE-ET-MARNE NUMERIQUE;Operateur;;SMNU; ;;;3 RUE PAUL CEZANNE  77000 MELUN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002026;200045060;Syndicat mixte Seine-Maritime numerique;Operateur;;SY76;20004506000015;;;HOTEL DU DEPARTEMENT QUAI JEAN MOULIN  76100 ROUEN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002027; ;SYNDICAT MIXTE SOMME NUMERIQUE;Operateur;;SMSN; ;;;83 RUE ST FUSCIEN  80000 AMIENS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002028;200014447;Syndicate mixte de gestion d entretien et d exploitation des routes de la Guadeloupe;Operateur;;SYEG;20001444700011;;;VOIE PRINCIPALE - ZI DE JARRY   97122 BAIE MAHAULT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002029;797691433;Synelyans;Operateur;;SYNE;79769143300016;;;25 RUE JEAN MONOD  69120 VAULX-EN-VELIN;;;;;;;;;2017-11-19 22:30:50;;;;
